date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1949-03-01,1591.4552631578938,1647.4409085529314,1726.1348790146185,2060,1684.9848959828123,2053.185689511821,1957.53714997159,1877.9953113659617,1982.7815379669228,2128.6208428710543
1949-04-01,1699.507894736841,1749.6003173662118,1830.038589282871,1843,1822.1829833442068,2121.5484272168123,1863.2850673893545,1875.2715768436883,2044.2205330800784,2086.0660386259647
1949-05-01,1762.4026315789465,1806.6018307026832,1888.5905932109897,2052,1955.776085372188,2138.687668806007,2200.992788523069,1905.3421802619364,2085.3814693783934,2181.7456867631586
1949-06-01,1916.8763157894728,1955.1822897114127,2038.527732904236,2039,1917.1641948706715,2266.962148436801,2260.1202546806853,2270.9909097856053,2220.651094997744,2290.279608100136
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099452,2351,2579.39463418317,2466.51375748135,2526.8406847788806,2250.106400967279,2249.044692701502,2081.023911194663
1949-08-01,3411.8763157894728,3438.395827846536,3523.8732090597964,3394,3363.1923361201734,3112.6185945619177,2868.999684278089,3086.475699791211,3762.607581117477,3960.670796923423
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484275,3581,2904.2031814268,2846.6459543004894,2759.787611963146,2729.1471081932914,2548.4353384914266,2092.634310112986
1949-10-01,2193.034210526315,2207.7672754732785,2294.6013335390285,2489,2208.0982797043453,2984.594223440351,2786.572610258561,2855.2703632290395,2640.605934145344,3651.6832011367296
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215812,2468,2136.445809233391,2447.210598083738,2352.3417318852685,2375.26492828082,2469.6987478975752,2488.5360002136476
1949-12-01,1774.9815789473676,1777.9281869613233,1865.3436852893003,2134,1892.327590083694,2239.320614258432,2301.17843143007,1949.1189973655248,2226.1934964846605,2284.3888660755583
1950-01-01,1598.1951754385957,1595.7396557802526,1711.224461997655,1903,1649.6468698753092,2070.482450931117,1998.127050777558,1749.1573371092873,2046.4588016074367,2148.57384815323
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306028,1719,1754.573250807508,2033.956729961612,1954.8161363443087,1904.5861866996213,1992.470344726052,2017.9955526149988
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678224,1617,1778.534466328751,2029.406107196108,1889.716494945145,1961.463906145873,2074.5844593709207,1913.4827402894498
1950-04-01,1825.3004385964905,1808.1118673572528,1922.6276027882648,1818,1914.4991144482904,1992.4547221399064,1743.5577115070214,1684.6885406774445,1683.141804259445,1504.4223695868686
1950-05-01,1888.195175438596,1866.0955849837767,1979.9652795024545,2067,2046.8908882223827,2110.0116713746493,1960.636410461235,1812.65659019728,1980.5450024229017,2068.1211382877223
1950-06-01,2042.668859649122,2015.6582482825595,2128.720393915654,2457,2007.1097804549447,2224.14210489509,2281.105062300195,2083.948785963157,2195.699723519924,2211.329995388809
1950-07-01,2432.879385964912,2400.957750982352,2513.0508407647053,2600,2668.2031134894883,2698.725168540335,2687.639092248724,2610.480837163799,2317.670010183856,2751.648284099976
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3450.895820136502,3306.456967995082,3144.0762964072896,3132.564893829058,3950.114521213785,3905.8669528656183
1950-09-01,2787.879385964912,2746.1357035580486,2855.8061528229982,2693,2990.8337811411066,3577.912782447563,3320.2813015851143,3430.4345359729227,2955.789534250798,3657.0731364906314
1950-10-01,2318.826754385964,2272.172051204635,2380.388912769081,2448,2293.688106104597,2725.543317076077,2620.785270048574,2635.5121501662657,2185.362043995555,1707.4330133608473
1950-11-01,2139.3004385964905,2087.734711560295,2194.336478835228,2250,2221.0269733075547,2495.2768998701727,2487.415219210812,2396.8969722208867,2356.63328220858,2473.443477449734
1950-12-01,1900.7741228070167,1844.297371272785,1949.122535231963,1972,1975.9322028197355,2192.076661085717,2154.494742512468,1971.206384954336,2083.927275864969,2053.5518571644225
1951-01-01,1723.9877192982449,1663.091044381767,1794.0474001974453,1682,1732.307042261195,2002.653619390742,1868.5228541074648,1783.0878440838892,1834.4339849892567,1803.118316190571
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214036,1730,1836.3210938312047,1840.2046706665635,1683.700693133692,1701.3975764717586,1632.1512663734024,1565.1216909043378
1951-03-01,1843.040350877192,1774.286051435539,1900.978542183516,1814,1859.4020909782264,1878.897587188282,1749.5618188957487,1612.1059380812987,1650.0431531642243,1725.0489550214725
1951-04-01,1951.09298245614,1878.409868828925,2002.776617362732,1900,1994.5186317115104,2021.392437881441,1816.356838036491,1765.9025709790635,1735.5211881898458,2073.406346958076
1951-05-01,2013.9877192982449,1937.3757907455013,2059.2875900695785,2051,2126.0944090873136,2188.512920383572,2202.799809025212,1986.758955106384,2059.432309280204,2295.833100830587
1951-06-01,2168.461403508771,2087.9206583343366,2207.2483024093167,2290,2085.529415909554,2435.181010205792,2416.2864327225125,2401.6011572792163,2243.0639720915124,2501.846281700591
1951-07-01,2558.6719298245607,2474.202365324182,2590.816649118789,2599,2745.870974521742,2744.434115647028,2728.7880798664714,2567.5531101756087,2505.690404479523,2558.6460655395604
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461153,3428,3527.844017734368,3174.0527430359903,2972.0339559666363,3087.5658758907,3447.2218188010147,3512.2291464542614
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3067.0944262925505,3072.884291689687,2956.052464665356,2951.827483933006,3216.806776688809,2762.8341749152296
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2369.293309797585,2483.550921091401,2370.823476343492,2473.7142137681376,2018.5965940809683,2024.7912753717947
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969815,2103,2296.0088465300537,2264.6624653623826,2274.8993428849058,2121.647643095315,1945.350122515054,2160.411337042864
1951-12-01,2026.566666666666,1922.4530070648784,2023.562371896382,1825,2050.322856559713,2022.9634877172048,1974.637810294616,1767.0494582589135,1810.473888536565,1901.5473028801644
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255773,1670,1806.138587506617,1861.170430536144,1741.5741710635175,1680.8246884605755,1564.4544369281916,1623.2445113643216
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1909.6256415700389,1841.209893817581,1749.1544092206773,1762.3701941924596,1574.5203931965766,1827.3470001581309
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1932.2117521984376,1931.9919983673324,1795.5877558568957,1701.1180358040062,1586.8698042319584,1849.365390758424
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852977,1954,2066.8655174010664,1986.95592812284,1804.1954703380447,1754.939085029382,1792.4934808245737,1877.5604543667432
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391386,1876,2198.010630234181,2135.943013850513,2211.0624336461915,1984.3090545228729,2064.0757810885334,2184.5905073946606
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642483,2272,2157.0470835016995,2269.715557738094,2260.408714862941,2284.2902773060905,2292.972049805392,2211.3990022849457
1952-07-01,2684.4644736842097,2559.2334311466434,2661.9568066407264,2612,2817.0221995471325,2684.39435850522,2680.34375248564,2525.402249487898,2496.1662001117747,2662.8630041211227
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3598.6609111809694,3034.7348630131014,2829.8383556024023,2982.973306294836,3402.31706455876,3521.165528588752
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.6090991483297,2886.170529707978,2802.547088833825,2776.7532383512976,2527.949162726716,2527.695220080771
1952-10-01,2570.4118421052626,2436.340957109242,2526.2727706339683,2441,2439.537873050509,2457.412065039796,2360.353901183736,2456.9274381954974,2391.274556499628,2566.8122700192434
1952-11-01,2390.8855263157884,2253.868026045008,2339.342175098599,2340,2366.015411168089,2268.818424125736,2286.001585333981,2119.0605464527816,2195.558485689038,2391.338366448841
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615816,2090,2120.123533570826,2050.985174066736,2010.2038095966907,1766.710690535487,2020.759905111632,2157.2561261243436
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1875.7654878787755,1941.240382367185,1853.712881949536,1742.2639991700607,1841.8684165104205,2027.0149788846338
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1979.110876291208,1874.6076359552203,1759.8157178497077,1803.8954763219024,1852.2640728521565,1900.921016227192
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184644,1837,2001.587432256585,1953.9523878268487,1819.494441363463,1675.7432857507476,1915.464999225719,1922.9431354913686
1953-04-01,2202.678070175438,2054.365226214163,2144.3605636349853,1993,2136.163753784159,2052.159336276747,1820.5449673486512,1784.7165057326554,2021.0194374229973,2142.31856085615
1953-05-01,2265.572807017543,2115.295556710845,2200.380997946901,2021,2267.263533930184,2106.0136949694074,2157.16037330437,1893.1421971793773,2065.683179986679,2013.2734642122655
1953-06-01,2420.046491228069,2267.8048328797854,2347.9157757594726,2199,2226.2867654985807,2347.070659818836,2327.726439978824,2328.194353580233,2381.239722657476,2491.9214169452916
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2886.2807708328583,2725.706456248556,2701.7071255798687,2533.130152724985,2609.9441725559764,2630.17318283413
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3667.970482743506,3177.8127733100177,2952.894970067872,3075.581819892976,3529.749554751544,3677.050025554351
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,3207.001781975645,3138.6287775133123,3015.004923588928,2971.032909062935,2554.2235968120904,2793.4750499360925
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226851,2487,2509.0457781305686,2807.735699686662,2646.13817294501,2770.294400808906,2726.6867451614507,2963.8383421095914
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700601,2314,2435.67064948886,2485.0704908958696,2463.480922182373,2354.200606006341,2482.940657002096,2466.851082965867
1953-12-01,2278.151754385964,2114.1236330909583,2163.0309193065864,2139,2189.9582161202748,2199.950082345504,2167.753502797681,1881.5053701419072,2056.640816530725,2121.928935375605
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829657,2124,1945.8117256448688,2028.901301617407,1935.659370558618,1766.8057646248606,1891.643382800355,1946.2664846123516
1954-02-01,2083.733771929824,1917.2501417977392,1983.3409782194665,2214,2049.4007802619126,2033.03707997002,1944.0433062593809,1971.965657345021,2047.092538308435,2201.6965934361315
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695768,2234,2072.153113419868,2174.3806753770696,2029.779366072887,1995.3322305771765,2188.910692110557,2364.0513800830813
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.037323127986,2286.8030590712497,2024.794275527249,2001.410189007153,2397.59239757924,2500.9151026119816
1954-05-01,2391.365350877192,2221.935116914464,2271.455052215148,2423,2338.4771024425227,2315.1422867203974,2308.570741146188,2025.8295593825644,2251.754149424397,2357.3284661605785
1954-06-01,2545.8390350877185,2375.4265973734564,2419.3582975740137,2290,2297.872444167397,2499.836850700852,2518.407212288241,2374.5424221544376,2605.205970226212,2690.5091285426097
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.2706706461195,2829.5950049824355,2812.6780251246005,2627.779619743739,2862.1593079036884,2787.0727342875034
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069046,4485,3740.396714689179,3470.152845207705,3231.7182682843563,3319.3369370155865,3981.396229431487,4182.740880751078
1954-09-01,3291.049561403508,3117.6905041295768,3144.6636957315286,3085,3279.896457041695,3673.9962981629214,3404.022861758712,3418.1437856164325,3287.061570222675,3719.709500413983
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2582.441007304964,2987.9649928185563,2721.621526838077,2904.176797936146,2942.9117598776284,2736.13778963161
1954-11-01,2642.4706140350872,2467.147146452244,2482.6531532548474,2629,2509.5985437595664,2676.099494107128,2669.425787642692,2474.5776673147566,2725.3903657133005,2731.7215874096946
1954-12-01,2403.944298245613,2227.638623324945,2237.36258701042,2435,2264.450886475259,2443.885240448425,2410.550259902487,1984.1048156271584,2468.03760941908,2565.1397740682405
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070269,2227,2020.901283072097,2363.956025364919,2251.7332497378843,2079.76254094265,2317.5283871793417,2490.840176336874
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2125.119335749353,2325.677504838712,2275.531300797448,2309.4593554348,2340.9693424101124,2413.2436063939213
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2148.532777955485,2325.776825126617,2142.554133501158,2135.494832921067,2142.592934682514,2017.6014756224986
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2284.110207699749,2439.76092366238,2132.0278234124225,2053.6021398003368,2276.4975961192904,2255.180614536579
1955-05-01,2517.157894736841,2340.361128598713,2349.08264467515,2299,2416.275318038397,2506.5639892681565,2490.721202993616,2194.5335416473004,2357.0249417504992,2472.375613059976
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868955,2323,2376.4281017753488,2571.794534825656,2562.3265441951057,2513.007865309314,2347.4866481199406,2245.206955157326
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,3037.615881254116,3131.217731142353,3098.943063622497,2858.777532026272,2907.7742384582943,3058.468776715079
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3820.563589285186,3754.421975214944,3425.8820832364263,3596.61426369851,4038.965598575899,4267.946956619178
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063434,2779,3360.9171066136805,3511.0659716520327,3301.0110780841965,3270.817940896103,2743.660015664742,2427.1048043459095
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,2664.3475428408933,3020.8995821312537,2831.805084679833,2955.992263063413,2463.585475053731,2612.5173037100667
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2592.423076247407,2805.457684569845,2739.312116632592,2649.99914156366,2441.98325304631,2666.9948959543826
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352107,2278,2348.2255269029783,2515.250351415169,2425.781412787385,2180.217970322128,2272.578167906351,2333.213010994059
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020096,1879,2105.658142427661,2304.385953692786,2193.6768020855093,2085.446180718047,2063.447005838523,2131.1463917615156
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888798,1881,2210.890525020728,2077.8962221637603,2011.4177912040616,1976.1891817682067,1821.3105596980472,1668.7782365237636
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.3504081306382,2206.7536437518315,2080.9048836923566,1994.10804225867,1944.7964647125275,2134.503171735302
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2372.006389766645,2380.812380307344,2135.897980127326,2106.377869228993,2142.348317926136,2408.2638603533524
1956-05-01,2642.95043859649,2470.5735917635943,2437.915253805931,2308,2505.282162985005,2421.2434247347333,2383.2744076837857,2205.2601752994283,2292.6481602948625,2349.5130860103127
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771427,2529,2466.5777205896347,2532.0133472093944,2488.795603549765,2468.8947635057025,2228.112918046335,2415.801734926372
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987499,2573,3128.940384924046,2957.702340982497,2926.6574010999866,2676.8065796388737,2774.352124124238,2927.5739474753273
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400158,3946,3913.095088798728,3325.365659051212,3070.1446169416827,3194.611334849896,4060.843442770123,3768.470759064465
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378279,3200,3454.6877129588,3400.259023441461,3275.1472475229507,3172.7906981439955,2806.723760822857,3054.20367838148
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,2759.3893670055586,3125.9280195888737,2880.4102181553208,3033.89501325539,2876.90077444511,3304.786669470871
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2688.7682292195823,2644.655755118025,2554.500739073401,2503.401283348573,2486.6485372491134,2335.0749460990573
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106704,2446,2445.906119670632,2365.256304560589,2328.521804341972,2027.033391591216,2227.893366873413,2298.349527212971
1957-01-01,2478.7429824561395,2314.71485708411,2265.8075846572133,2828,2204.7062859787584,2209.931919420917,2105.5765276232805,1881.354759626648,2091.8702211722702,2179.4686430247557
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265525,2879,2311.3383303432365,2396.6857138532428,2311.8725409828994,2301.4501099156373,2407.069535848132,2951.4336645971425
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212525,2644.43816991807,2503.279701950621,2517.3867007790614,2905.136984827648,3302.296488727352
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.3498515958763,2707.216070106064,2416.7135289956136,2407.4677118698464,2853.957148452494,2904.0382503499695
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865166,2585,2610.121619549548,2760.9019718165614,2716.3012399641216,2331.1488408717573,2897.5513764678635,3029.0475396347338
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237787,2787,2572.945282877456,2735.434636675599,2723.633469903258,2553.726293306004,2817.8779052974987,2848.853846864129
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3236.868163923111,3037.611242141992,3047.5299352376696,2784.83823050782,3066.490056054574,2924.0092388022076
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,4022.6151954970046,3794.098203268122,3496.553016339145,3594.474341455457,4598.273226424708,4873.798770102065
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3565.832258344254,3972.81314717636,3607.524478080215,3695.425000362428,3770.81687168409,4071.6920903265172
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,2872.190462066157,3317.438892245936,3022.923773784382,3104.1594428020503,3358.173752999255,3065.2413552407215
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421289,3274,2803.257984943293,3089.131054134893,3049.2973528708003,2763.316497434416,3140.227955865856,3365.311776305238
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651345,2801,2562.116647045419,3011.887588220732,2963.041508053016,2498.488121804309,3198.6634411760806,3445.984445272845
1958-01-01,2604.5355263157885,2464.5714060500427,2383.651840414904,2488,2322.669695992591,2950.3760707935107,2877.244324340441,2682.184665145041,3015.647233898225,3244.202723128835
1958-02-01,2586.90394736842,2449.8864459378947,2364.4123016603226,2386,2431.08673398408,2812.294607818969,2748.915807167752,2780.9788649871903,2715.9089328706305,2584.237540815863
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2458.795494468347,2806.096329152718,2644.5052590086143,2555.691657498996,2707.301458926191,2370.6105077948923
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.764575454642,2840.7696325252227,2505.414269843788,2503.756962873569,2657.630920441685,2505.2164589295644
1958-05-01,2894.5355263157885,2766.3578725352504,2667.801435995929,2744,2735.417669999225,2854.965463949121,2830.259956129327,2527.883269342454,2613.690048175185,2518.0082167272703
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,2700.1547709060105,3102.732968323073,3017.5678311391475,2944.8505865977163,2952.827128616708,3071.2676132803017
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122635,3520,3366.02320051851,3622.677665454789,3506.847335060813,3258.2165960383286,3085.3079625306946,3398.5073395130094
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809509,3833,4153.747891647215,4291.748214663574,4029.4528315494986,4098.664710184714,4557.493740505441,4963.045399900624
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296097,3377,3698.9747250372425,3953.5217687580607,3701.845591374875,3710.5755571031095,3274.45370888302,2770.463120457767
1958-10-01,3325.167105263157,3211.7225103582127,3093.3003899566183,3013,3007.37481028989,3688.948744142144,3453.940285190892,3507.161887920877,2906.6835564745124,3283.4103219819917
1958-11-01,3145.6407894736835,3035.1428050342934,2913.038266574749,2871,2940.516325685737,3315.070435048789,3153.56483086368,3055.593679551275,2852.617668510902,2961.5281660083983
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994524,2592,2701.4810912945404,2929.4748587667486,2787.9006122089986,2577.164111248733,2579.71740776787,2428.6625563294874
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541034,2375,2464.172354736358,2639.921975039719,2529.794221580536,2402.859972667651,2609.4389480750306,2372.28648180635
1959-02-01,2712.696491228069,2612.511650674511,2508.042892543216,2304,2574.7597182104582,2533.8365956968173,2450.966955208329,2388.60491033669,2358.949675008916,2342.9333163274914
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2604.670915165302,2602.3616225095884,2426.957150310936,2352.49964950318,2262.9825896095645,2407.3890404848653
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928023,2557,2746.8745436101426,2799.825995698264,2610.1020271222774,2466.820689967945,2511.748669102958,2848.2311320893696
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013194,2739,2885.794296601236,2877.6455282884067,2773.6193623015984,2646.2065553087327,2421.826462673021,2682.814136082471
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,2852.830166942499,3102.640008328245,3040.30862847646,2880.7421907619105,2771.0584830533,2922.0904903978517
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322243,3102,3521.0294769774446,3506.67641622885,3321.812137654374,3255.594249208541,3294.38921096169,3454.563521769791
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,4311.117159516558,3706.876170473379,3474.589262433583,3458.2189078643114,4096.696249395777,3555.856444855519
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3858.739095304964,3787.628988835104,3544.4596772199584,3527.336238637604,3243.8098446354625,3547.7280472664906
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088124,3245,3169.5663939439564,3581.6387678457604,3319.5256190494456,3372.565581026844,3226.7241118635084,3559.6780089123877
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755737,3104,3105.1672337141144,3227.395157250613,3050.102038704921,3014.8175473422666,3136.503953173662,3184.139694897942
